id|question1|question2|answer
70|WHAT IS DARCY'S LAW ? EXPLAIN ITS SIGNIFICANCE IN GROUNDWATER MOVEMENT. WHAT ARE ITS LIMITATIONS ?||DARCY'S LAW : HENRY DARCY, ON THE BASIS OF HIS EXPERIMENTAL FINDING PROPOSED A LAW RELATING THE VELOCITY OF FLOW IN A POROUS MEDIUM. THIS LAW, KNOWN AS DAREY'S LAW CAN BE EXPRESSED AS V = KI  GROUNDWATER WHERE. R= VELOCITY : - HYDRSULIC GRADIENT. * = CO-EFFICIENT OF PERMEABILITY (HYDRAULIC CONDUCTIVITY). ORE APPLICATION OF DAREY'S LGW IS TO FLOW WATER THROUGH AN AQUIFER. IL LOTER WITH THE CONSERVATION OF MASS REQUATION IS EQUIVALENT TO THE FOR BEING ONE OF THE BASIC RELATIONSHIPS OF LIMITATIONS: LURM DS VALID ONLY FOR LAMINAR FLOW. WHICH OCCURS FOR REYNOLD'S NUMBER LESS THAN ENT. DURERS LAVER DE VALID FOR FOR IN CLAY. SILT AND FINE SAND. 4.00. EXPRESS THE FLOW NET COMNSTRUETION FOR STEADY FOR. 10 FLOM NET FOR STEADY GROUNDWATER FIOW : 2 FOR 2 FOR NET. THE BOUNDARY CONDITIONS SHOULD BE KNOWN. FOR AS FOR THESE ARE AS FOLLOWS : IS THE GE AND 228 ELONGATION OF THE LEFT SIDE, AS FAR AS THE SECTION ERROW = AM EQUPOTENTIAL LINE WITH HEAD H. E ABC = E FROM LINE. = THE CS SED ITS ELOGGATION TO THE RIGHT SIDE IS AN EQUIPOTENTIAL LINE WHE NER BEAD. IV. THE IMPENSIONS BETTOM IS THE LAST FLOW LINE. 2 THE PROCEDURE FOR DRAWING THE FLOW NET CAN BE DIVIDED INTO THE FOLLOWING I FIRS SDENTIFY THE HYDRAULIC BOUNDARY CONDITIONS. IN FIGURE. 4.10.1, THE UPSURE BED LEVEL GDAK REPRESENTS 100 % POTENTIAL LINE AND THE DOWNSTREAM BED LEVEL MCFJ. 0% POTENTIAL LINE. E THE FORE SUR KIM BUGS THE HYDRAULIC STRUCTURE AND IS FORMED BY THE FOR OF WASER CC THE UPSTREAM OF THE SHEET PILE, THE DOWNSTREAM OF THE EBECT PILE AND AT THE INTERFACE OF THE BASE OF THE DAM AND THE SOIL MURFACE = THE LAST FOW LINE 15 INDICATED BY IMPERVIOUS STRATUM NP. IV. DRAW A TRUAL SOW HASE ABC ADJACENT TO THE BOUNDARY LINE. THE LINE MUST BE ANT RIGHT ANGLES TO THE UPSTREES AND DOWNSTREAM BEDS. V. STARTING FROM THE UPETREAM END, DIVIDE THE FIRST FLOW CHANNEL INTO APPREALMATE EQUARES BY EQUIPOTENTIAL LINES THE SIZE OF THE SQUARE SHOULD CHANGE CRADUALLY VI EXTEND DOWNWARD THE EQUIPOTENTIAL LINES FORMING THE SIDES OF THE SQUARE. THESE EXTENSIONS POINT OUT APPROXIMATE WIDTH OF THE SQUARES, SUCH AS SQUARES MARKED (1) AND (2). VTI. OTHER SADES OF THE SQUARES ARE SET EQUAL TO THE WIDTHS AS DETERMINED ABOVE IRREGULARITIES ARE EMOOTHENED OUT, AND THE NEXT FLOW LINE DF IE  ENGG HYDROLOGY & GROUND WATER MGMT. 4-15 € (CE-SEM-8) DRAWN JOINING THESE BASES. WHILE SKETCHING THE FIOW LINE, CARE SHOULD BE TAKEN TO MAKE FLOW FIELDS AS APPROXIMATE SQUARES THROUGHOUT. H G D A K MC F I FLOW LINE (1) (2) L EQUIPOTENTIAL B LIME N, E P FIGURE. 4.10.1. VIII. THE EQUIPOTENTIAL LINES ARE FURTHER EXTENDED DOWNWARD, AND ONE MORE FLOW LINE GEJ IS DRAWN, REPEATING THE STEP (VI). IX. IF THE FLOW FIELDS IN THE LAST FLOW CHANNEL ARE INCONSISTENT WITH THE ACTUAL BOUNDARY CONDITIONS, THE WHOLE PROCEDURE IS REPEATED AFTER TAKING A NEW TRIAL FLOW LINE.  STEADY AND UNSTEADY FLOW THROUGH CONFINED AND UNCONFINED AQUIFERS, WELL HYDROULICS.  
71|EXPLAIN IN DETAIL ABOUT WELL HYDRAULIES. 2013-16, 10 ANSWER WELL HYDRAULICS : 1. WELLS ARE IN DIRECT HYDRAULIC CONMUNICATION WITH AQUIFERS, THEY ARE USED TO EXTRACT GROUND WATER AND SOMETIMOS OF RECHARGING OF AQUIFERS AS WOLL. 2. BY CONDUCTING PUMPING TESTS ON WELLS, WHICH PROVIDE DIRECT ACCESS TO GROUND-WATER CONDITIONS, THEY CAN ALSO BE USED TO ESTIMATE AQUIFER PROPORTIES, SUCH AS THE STORAGE COEFFICIENT AND TRANSMISSIVITY IN THE VICINITY OF THE WELL.  400 (CE-BEM-9) GROUNDWATER 3 OF STORAGE IN A MEASURE OF THE AMOUNT OF WATER OBTAINED AS THE AMOUNT OF MATER GIVEN BY THE AQUIFER PER UNIT. SURFACE AREA PER UNIT CHANGE DECREASE) OF PRESSURE HEAD & AN ANUNTER IS RECHARGED. SE IS DEFINED AS THE AMOUNT OF WATER TAKEN INTO BY THE AQUIFER PER ANIT SURFACE AREA PER UNIT CHANGE (INCREASE) OF PRESSURE HEAD. 5 THE SEFFICENT OF TRANSMISSIBILITY. T. IS A MEASURE OF THE RATE AT WHICH WATAT THROUGH THE SATURATED THICKNESS OF AN AQUIFER. A OAD THE TERM APPLIED TO THES TYPE OF QUANTITATIVE METHOD IS THE AQUIFER PERFORMANCE LEST OR SIMPLY THE AQUIFER TEST. 2 WITH THE KNOMLEDGE OF THESE AQUIFER CHARACTERISTICS, FUTURE DECLINES IN ZNUMDWATER LEVEIE ASSOCIATED TO HELP WITH RESOURCE MANAGEMENT AND ENVIRONMENTAL CONSERVATION WHEN NEEDED. CRAVE 4.12. DEVELOP AN EQUATION RELATING THE STEADY STATE DISCHARGE FROM A WELL IN AN UNCONFINED AQUIFER AND DEPTH OF WATERTABLE AT TWO KNOWN POSITIONS FROM THE WELL. STATE CLEARLY ALL THE ASSUMPTION INVOLVED IN YOUR DERIVATION. MARK# 10|DERIVE AN EXPRESSION FOR DISCHARGE FROM A WELL IN UNCONFINED AQUIFER. THE WELL FULLY PENETRATES IT. 10|"1. ASSUMPTIONS OF DUPUIT'S THEORY : DUPUIT'S THEORY OF FLOW FOR UNCONFINED AQUIFER IS BASED ON THE FOLLOWING ASSUMPTIONS : I THE VELOCITY OF FLOW IS PROPORTIONAL TO THE TANGENT OF THE HYDRAULIC GRADIENT INSTEAD OF SINE. II. THE FLOW IS HORIZONTAL AND UNIFORM EVERYWHERE IN THE VERTICAL SECTION. III. AQUIFER IS HOMOGENEOUS, ISOTROPIC AND OF INFINITE AREAL EXTENT. IV. THE WELL PENETRATES AND RECEIVES WATER FROM THE ENTIRE THICKNESS OF THE AQUIFER. V. THE COEFFICIENT OF TRANSMISSIBILITY IS CONSTANT AT ALL PLACES AND AT ALL TIME. VI. NATURAL GROUND WATER REGIME AFFECTING AN AQUIFER REMAINS CONSTANT WITH TIME. VII. FLOW IS LAMINAR AND DARCY'S LAW IS APPLICABLE. 2 EQUATION RELATING THE STEADY STATE DISCHARGE FROM A WELL IN AN UNCONFINED AQUIFER: : I. FIGURE. 4.9.1 SHOWS A WELL PENETRATING AN UNCONFINED OR FREE AQUIFER TO ITS FULL DEPTH. LET, R = RADIUS OF THE WELL. H = THICKNESS OF THE AQUIFER, MEASURED FROM THE IMPERMEABLE LAYER TO THE INITIAL LEVEL OF WATERTABLE. 8 = DRAWDOWN AT THE WELL.  ENGG HYDROLOGY Y GROUND WATER MGMT. H - DEPTH OF WATER IN THE WELL MEASURED ABOVE IMPERMEABLE LAYER. H. CONSIDERING THE ORIGIN OF CO-ORDINATES AF. A POINT 0 AT THE CENTRE OF THE MALL NT. IT.E BOTTOM, LET THE CO-ORDINATES OF ANY POINT P ON THE DRAWDOWN CURVE BE (X. Y). THEN. FROM DAREY'S LAW, A -KA,L - WHERE, A, - AREA OF CROSS-SECTION OF THE SATURATED PART OF AQUIFER AT P - (2\X)Y)=2RXY I, = HYDRAULIC GRADIENT AT = DX III. DISCHARGE, Q = K(Z R X Y) DY DX = ""T Y DY IV. INTEGRATING BETWEEN THE LIMITS (R. R) FOR X AND (H, H) FOR Y. WE GET R "" Q DX X = 2 RK Y . Q[LOG = 2 RK 2 Q = = - H2) R LOG, R LOG, TO R Q GROUND LEVEL TI 1 T2 R I INITIAL WATER TABLE S2 S1 P 2 T CONE OF S (X, Y ) DEPRESSION H H2 H, H X IMPERVIOUS LAYER FIGURE. 4.12.1. UNCONFINED AQUIFER.  4-18 C (CE-SEM-S) GROUNDWATER"
72|WHAT ARE THE DIFFERENCES BETWEEN CONFINED AND UNCONFINED AQUIFERS FOR THE DETERMINATION OF DISCHARGE WITH STEADY FLOW CONDITION : A WELL PENETRATES INTO AN UNCONFINED AQUIFER HAVING A SATURATED DEPTH OF 100 M. THE DISCHARGE IS 250 LITRES PER MINUTE AT 12 M DRAWDOWN. ASSUMING EQUILIBRIUM FLOW CONDITIONS AND A HOMOGENEOUS SQUIFER, ESTIMATE THE DISCHARGE AT 18 M DRAWDOWN. THE DISTANCE FROM THE WELL WHERE THE DRAWDOWN INFLUENCES ARE NOT APPRECIABLE MAY BE TAKEN EQUAL FOR BOTH CASES. 2017-18; 10||DIFFERENCE BETWEEN CONFINED AND UNCONFINED AQUIFERS : S.NO. CONFINED AQUIFERS UNCONFINED AQUIFERS 1. CONFINED AQUIFER IS THE ONE UNCONFINED AQUIFER, OR WATERTABLE IN WHICH GROUND WATER IS AQUIFER IS THE ONE IN WHICH A CONFINED UNDER PRESSURE WATERTABLE SERVES AS THE UPPER GREATER THAN ATMOSPHERIC BY SURFACE OF THE ZONE OF SATURATION. OVERLYING, RELATIVELY IMPERMEABLE STRATA. 2 CONFINED AQUIFERS ARE ALSO IT IS ALSO SOMETIMES KNOWN AS THE KNOWN AS ARTESIAN AQUIFERS. FREE, PHREATIC OR NON-ARTESIAN AQUIFER. 3. IN CONFINED AQUIFER, THE WATER IN SUCH AN AQUIFER, THE WATER TABLE VARIES IN STATIC FORM AND TABLE VARIES IN UNDULATING FORM IN SLOPE. AND IN SLOPE. 4. IN A WELL PENETRATING AQUIFER, RISES AND FALLS IN THE WATERTABLE THE WATER LEVEL WILL RISE TO THE CORRESPONDS TO CHANGES IN THE LEVEL OF THE LOCAL STATIC VOLUME OF WATER IN STORAGE WITHIN PRESSURE OR ARTESIAN HEAD. UNCONFINED AQUIFER. 5. ARTESIAN AQUIFERS USUALLY UNCONFINED AQUIFER USUALLY HAS HAVE RELATIVELY SMALL RELATIVELY LARGE RECHARGE AREAS AS RECHARGE AREAS AS COMPARED COMPARED TO CONFINED AQUIFERS. TO UNCONFINED AQUIFERS. NUMERICAL : GIVEN : SATURATED DEPTH, H = 100 M, DISCHARGE, Q1 = 250 LITRES/MIN DRAWDOWN, 81 = 12 M, 82 = 18 M TO FIND : DISCHARGE AT 18 M DRAWDOWN  ENGG HYDROLOGY & GROUND WATER MGMT. 4-19 C (CE-SEM-8) 2NTS DISCHARGE, Q IN Q A A Q1 - 81 Q.2 8.2 18 = X = 375 LITRES/MIN 12
73|DESCRIBE AN EXPRESSION FOR DISCHARGE FROM A WELL FULLY PENETRATING A CONFINED AQUIFER. ANSWER EXPRESSION FOR DISCHARGE FROM A WELL FULLY PENETRATING A CONFINED AQUIFER: 1. FIGURE. 4. 14. SHOWS A WELL COMPLETELY PENETRATING A HORIZONTAL CONFINED AQUIFER OF THICKNESS B. 2. CONSIDER THE WELL TO BE DISCHARGING A STEADY FLOW, Q. 3. THE ORIGINAL PIEZOMETRIC HEAD (STATIC HEAD) WAS H AND THE DRAWDOWN DUE TO PUMPING IS INDICATED IN FIGURE. 4.14.1. 4. THE PIEZOMETRIC HEAD AT THE PUMPING WELL IS HE AND THE DRAWDOWN S Q PUMPING WELL DIA. = 2R UN, ORIGINAL PIEZOMETRIC SURFACE TIM - S1 S.2. SW AQUICLUDE PIEZOMETRIC SURFACE I UNDER PUMPING H H H1 H2 FLOW HO W CONFINED B AQUIFER 2R AQUICLUDE R FIGURE. 4.14.1. WELL OPERATING IN A CONFINED AQUIFER. 5. AT A RADIAL DISTANCE R FROM THE WELL, IF H IS THE PIEZOMETRIC HEAD, THE VELOCITY OF FLOW BY DAREY'S LAW IS V, = * DH DR G. THE CYLINDRICAL SURFACE THROUGH WHICH THIS VELOCITY OCCURS IS 2NRB. HENCE BY EQUATING THE DISCHARGE ENTERING THIS SURFACE TO THE WELL DISCHARGE,  GROUNDWATER 4-20 C (CE-SEM-8) = DH = Q DR 27KB R 7. INTEGRATING BETWEEN LIMITS 1 AND R2 WITH THE CORRESPONDING PIEZOMETRIE HEADS BEING H1 AND H2 RESPECTIVELY, Q = - (4.14.1)|=|"EXPRESSION FOR DISCHARGE FROM A WELL FULLY PENETRATING A CONFINED AQUIFER: 1. FIGURE. 4. 14. SHOWS A WELL COMPLETELY PENETRATING A HORIZONTAL CONFINED AQUIFER OF THICKNESS B. 2. CONSIDER THE WELL TO BE DISCHARGING A STEADY FLOW, Q. 3. THE ORIGINAL PIEZOMETRIC HEAD (STATIC HEAD) WAS H AND THE DRAWDOWN DUE TO PUMPING IS INDICATED IN FIGURE. 4.14.1. 4. THE PIEZOMETRIC HEAD AT THE PUMPING WELL IS HE AND THE DRAWDOWN S Q PUMPING WELL DIA. = 2R UN, ORIGINAL PIEZOMETRIC SURFACE TIM - S1 S.2. SW AQUICLUDE PIEZOMETRIC SURFACE I UNDER PUMPING H H H1 H2 FLOW HO W CONFINED B AQUIFER 2R AQUICLUDE R FIGURE. 4.14.1. WELL OPERATING IN A CONFINED AQUIFER. 5. AT A RADIAL DISTANCE R FROM THE WELL, IF H IS THE PIEZOMETRIC HEAD, THE VELOCITY OF FLOW BY DAREY'S LAW IS V, = * DH DR G. THE CYLINDRICAL SURFACE THROUGH WHICH THIS VELOCITY OCCURS IS 2NRB. HENCE BY EQUATING THE DISCHARGE ENTERING THIS SURFACE TO THE WELL DISCHARGE,  GROUNDWATER 4-20 C (CE-SEM-8) = DH = Q DR 27KB R 7. INTEGRATING BETWEEN LIMITS 1 AND R2 WITH THE CORRESPONDING PIEZOMETRIE HEADS BEING H1 AND H2 RESPECTIVELY, Q = - (4.14.1) OR = R, 8. THIS IS THE EQUILIBRIUM EQUATION FOR THE STEADY FLOW IN A CONFINED AQUIFER. THIS EQUATION IS POPULARLY KNOWN AS THIEM'S EQUATION. 9. IF THE DRAWDOWN S1 AND S2 AT THE OBSERVATION WELLS ARE KNOWN, THEN BY NOTING THAT = - AND KB = T EQ. FROM (4.14.1) WE GET = 2XT(S, (4.14.2) RI 10. FURTHER AT THE EDGE OF THE ZONE OF INFLUENCE, 82 = 0.52 = R AND H2 - H. AT THE WELL WALL ""1 = AND $1 EQ. (4.11.2) WOULD THEN BE (4.14.3) ="
74|A 30 CM WELL COMPLETELY PENETRATES AN ARTESIAN AQUIFER. THE LENGTH OF THE STRAINER IS 25 M. DETERMINE THE DISCHARGE FROM THE WELL WHEN THE DRAWDOWN AT PUMPING WELL IS 4.0 M. THE COEFFICIENT OF PERMEABILITY OF THE AQUIFER IS 45 M/DAY. ASSUME THE RADIUS OF INFLUENCE OF THE WELL AS 350 M. 10||GIVEN : DIAMETER OF WELL, D = 30 CM, LENGTH OF STRAINER, L = 25M, DRAWDOWN, S = 4.0 M, COEFFICIENT OF PERMEABILITY, K = 45 M/DAY = 5.208 X 10- M/SEC, RADIUS OF INFLUENCE OF THE WELL, R = 350 M TO FIND : DISCHARGE FROM A WELL. 1. RADIUS OF WELL, R= 30 2 = 15 CM = 0.15 M 30 2. DISCHARGE FROM THE WELL, Q= 2N KBS 2 X X X 5.208 X 10 *25*4 IN(R/R) ( 350 IN 0.15 = 0.042195 M³/SEC = 42.195 L/SEC  ENGG HYDROLOGY & GROUND WATER MGMT. 4-21 C (CE-SEM-8)
75|A WELL 0.5 M IN DIAMETER PENETRATES 33 M BELOW THE STATIC WATERTABLE. AFTER A LONG PERIOD OF PUMPING AT A RATE OF 80 M³/HR, THE DRAWDOWN IN WELL 18 AND 45 M FROM THE PUMPED WELL WERE FOUND TO BE 1.8 AND 1.1 M RESPECTIVELY. I. WHAT IS THE TRANSMISSIBILITY OF THE AQUIFER ? II. WHAT IS THE APPROXIMATE DRAWDOWN IN THE PUMPED WELL ? III. DETERMINE THE RADIUS OF INFLUENCE OF THE PUMPING WELL. 10||"GIVEN : WELL DIAMETER, D = 0.5 M, DEPTH OF WELL, B = 33 M, DISCHARGE FROM WELL, Q = 80 M³/HR, DRAWDOWN OF TEST WELL AT RADIAL DISTANCE 18 M, 81 = 1.8 M, DRAWDOWN OF TEST WELL AT RADIAL DISTANCE 45 M, S2 = 1.1 M TO FIND : TRANSMISSIBILITY, DRAWDOWN, RADIUS OF INFLUENCE. 1. COEFFICIENT OF TRANSMISSIBILITY, T= 27(07-651"" T = Q IN ( R1 - 80/3600 IN 45 =4.63 X 2. COEFFICIENT OF PERMEABILITY, -7-1635X104 K = T = = 1.403 X 10-4 M/SEC B 33 3. WE KRIOW THAT, = 2NT IN R IN 80 2N X 4.645 X 10-3 X 1.8 = 3600 - IN R 18 RADIUS OF INFLUENCE, R = 190 M 2N KBS 2N X 4.645 X 10-3 X S 80 = 4. WE KNOW THAT, Q = R 190 3600 IN IN 0.25 DRAWDOWN, S = 5.067 M"
76|DESIGN A TUBE WELL FOR THE FOLLOWING DATA : YIELD REQUIRED = 0.08 CUMECS THICKNESS OF CONFINED AQUIFER = 30 M RADIUS OF CIRCLE OF INFLUENCE = 300 M PERMEABILITY COEFFICIENT = 60 M/DAY 10 DRAWDOWN = 5 M  4-22 C (CE-SEM-8) GROUNDWATER||GIVEN : DISCHARGE, Q = 0.08 M³/SEC, THICKNESS OF CONFINED AQUIFER, B 30 M, RADIUS OF CIRCLE OF INFLUENCE, R = 300 M, COEFFICIENT OF PERMENBILITY, K - 60 M/DAY, DRAWDOWN, # = 5 M TO FIND : RADIUS OF TUBE WELL. DISCHARGE FROM CONFINED AQUIFER IS GIVEN BY, Q = 2NHBA R R IN 60 0.08 = 2NT 86400 X. 30 X 5 300 IN = 8.181 300 IN R RADIUS OF TUBE WELL, R = 0,084 M = 84 MM
77|OF SATURATED DEPTH 40 M. AFTER A LONG PERIOD OF PUMPING AT A STEADY RATE OF 1500 LPM, THE DRAWDOWN IN TWO OBSERVATION WELLS 25 M AND 75 M FROM THE PUMPING WELL WERE FOUND TO BE 3.5 M AND 20 M RESPECTIVELY. DETERMINE THE TRANSMISSIBILITY OF THE AQUIFER. FIND ALSO THE DRAWDOWN AT THE WELL. 10||GIVEN = DIAMETER OF WELL, 2. = 0.3 M, DEPTH OF AQUIFER, H = 40 M, DISCHARGE, Q=1500 IPM = 0.025 - 25 - 75 = 3.5 M, =2 =2M TO IND:TRANIMIASIBILITY AND DRAWDOWN AT WELL  1. COEFFICIENT OF PERMEABILITY, - . WITH A 3'S IN (2) 0.025 - IN 25 75 - X 10-1 5 M/SEC 2 7 - AH = 7 1823 Y 10 * * 40=3.13 X 10 3 M2/SEE WE Q 2 À - > IN ( - 2) 7.823 3/ 10 : - 0.025 - HER IN ( 0.15 75 S. = 265 M 4 ET * = 40-28.5=11.5M
78|"IN A FIELD LEST, A TIME OF 6 H WAS REQUIRED FOR "" TRACER TO TRAVEL BETWEEN TWO OBSERVATIONS WELL 42 M AX PART. IF THE DIFFERENCE IN WATER TABLE ELEVATIONS IN THESE WELLS WERE 0.85 IN AND THE POROSITY OF THE AQUIFER IS 20% CALCULATE THE COEFFICIENT OF PERMEABILITY OF AQUIFER. MARKE 10  ENGZ HYDROLOGY & GROUND WATER MGMT."||GIVEN: TIME TAKEN BY TRACER = 6H. TRAVELLING BY - 42 =. POROSITY, N = 20%, DIFFERENCE IN WATER LEVEL * 0.86 M TO FIND: COEFFICIENT OF PERTNEABILITY. 42 1 ACTUAL VELOCITY OF WATER = = 1.94 / 10 M/SEE 6 ,3800 2. DISCHARGE VELOCITY, V =NV, = 0.20 X 1.94 A 15 M 3.89 . 10- CO/SEE 0.86 3. HYDRAULIC GRADIENT, I = =0,0205 42 4. COEFFICIENT OF PERMEABILITY, = = 0.019 M/SEE 0.0205  SINGLE AND MULTIPLE WELL SYSTEM, PARTIALLY PENETRATING WELLA, IMAGE WELLA S-ANAWERS 
79|EXPLAIN THE METHOD OF DETERMINING THE AQUIFER CONSTANT OR COEFFICIENT OF TRANSMISSIBILITY OF A CONFINED AQUIFER BY PUMPING OUT TEST. HOW CAN THIS METHOD BE EXTENDED FOR UNCONFINED AQUIFES ? 10||"1. CONFINED AQUIFER: I. THE AQUIFER CONSTANT T(COEFFICIENT OF TRANSMISSIBILITY) CAN BE DETERMINED BY A PUMPING OUT TEST, AND BY OBSERVING DRAWDOWN AT VARIOUS OBSERVATION WELLS. II. PUMPING MUST CONTINUE AT A UNIFORM RATE FOR A SUFFICIENT TIME TO APPROACH A STEADY STATE CONDITION FOR WHICH EQUILIBRIUM EQUATION IS APPLICABLE. III. STEADY STATE CONDITION IS THE ONE IN WHICH THE DRAWDOWN CHANGES NEGLIGIBLY WITH TIME. LET, N 1 - DRAWDOWN IN OBSERVATION WELL 1 AN (H - H,) SA DAK DRAWDOWN IN OBSERVATION WELL 2 - (H - H.) H.2 - - -  4-26C (CE-SEM-8) GROUNDWATER TO. THEN EQUATION, A - 2.72 T (H - H) = 2.72 T (S, - S2) (4.22.1) 108107 ; LOG 10 TO TRANSMISSIBILITY CONSTANT, T: = 2.72(S, LOG 10 TH (4.22.2) S2) V. CHOOSING T2 = 10R1, WE FIND LOG 19-1-1 T, HENCE, T = Q = Q (4.22.3) ) 2.72 AS WHERE. AS = DIFFERENCE IN DRAWDOWNS. VI THE METHOD THEREFORE, CONSISTS IN OBSERVING DRAWDOWNS 81, 82 8XAT CERTAIN OBSERVATION WELLS TIPIN 7 ETC., AND PLOTTING A GRAPH BETWEEN 8. AS ORDMATE AND LOG20 :, AS ABSCISSA, THUS GETTING A STRAIGHT LINE AS SHOWS IN PIG. 4 22.1. N FROM THE GRAPH, AS CAN BE OBTAINED FOR ONE LOG CYCLE OF DISTANCE AND CAN IN SUBSTITATED IN OQ (4.22.2) TO GET. T. 12 IN T : AEL R # , F , S F 7 6 1 IS 166 SOON WHI VIG. 4.12.1. 2. UNCONTINUE REQUITER: A THE MEME OF OF 1 CAN ALMO HUS EXTENDED TO MONTINES SINE WITH 10 IS "" 7 20. A A = TO IN IN WA WARK'. THE  ENGG HYDROLOGY & GROUND WATER MGMT. 4-27C(CE-SEM-8) H1 = H-S1,H2=H-22 :-H2 = = 2H - 2) II. WHERE, 8' AND S'2 ARE MODIFIED DRAWDOWNS GIVEN BY, 81 = = 82 - 2H MI. WE KNOW THAT, LOG.72 TI 10810 T2 IV. SUBSTITUTE THE VALUE OF FROM ABOVE, WRE GET Q = = 2.72.HHIS - 4) LOGUA T; 5Y V. SINCE, H = AQUIFER THICKNESS, WE HAVE KH = I Q= - 2.72T (S) 52) 10820 FROM WHICH, T= Q LOG, T1 R (4.23.4) 2.72(S, 32) VI. IT SHOULD BE NOTED THAT EQ. (4.22.1) AND (4.22.4) ARE IDENTICAL. CHOESING R2 SO 1051 AS BEFORE, WE GET T = Q (4,225) 2.72A R ON THUS, THE OBERVED DRAWDOWNS ARE CORRECTED OR MODIFIED, AND A GRAPÉTI IS PLOTTED BETWEEN THE MODIFIED DRAWDOWNS (5) AND LOGARITHM OF DISTANCE OF OBSERVATION WELLS FROM THE DISCHARGE WELL. AN MEASURING A E' FOR ONE LOG CYCLE OF DISTANCE, WE GET T FROM EQ. (4.22.5)"
80|THE AQUIFER PROPERTIES S AND T OF A CONFINED AQUIFER IN WHICH A WELL IS DRIVEN ARE KNOWN. EXPLAIN A PROCEDURE TO CALCULATE THE DRAWDOWN AT A LOCATION AWAY FROM THE WELL AT ANY INSTANT AFTER THE PUMP HAS STARTED. 10||"1. WHEN A WELL IN A CONFINED AQUIFER STARTS DISCHARGING. THE WATER FROM THE AQUIFER IS RELEASED RESULTING IN THE FORMATION OF A CONE OF DEPRESSION OF THE PIEZOMETRIC SURFACE. THIS CONE GRADUALLY EXPANDS WITH TIME TILL EQUILIBRIUM IS ATTAINED. 2. IN POLAR COORDINATES, TO REPRESENT THE RADIAL FLOW INTO A WELL, TAKES THE FORM  4-30 C (CE-SEM-8) GROUND "" A2H 1 CH + = (-.-- AR² T OR TAT 3. THEIS OBTAINED THE SOLUTION OF THIS EQUATION AS : S = - = (4.24.2) 4XT U U WHERE, S = H - H = DRAWDOWN AT A POINT DISTANCE R FROM THE PUMPING WELL. H = INITIAL CONSTANT PIEZOMETRIC HEAD. Q = CONSTANT RATE OF DISCHARGE. T = TRANSMISSIBILITY OF THE AQUIFER. U = A PARAMETER = -2 S/4TT. S = STORAGE COEFFICIENT. T = TIME FROM START OF PUMPING. 4. THE INTEGRAL ON THE RIGHT HAND SIDE IS CALLED THE WELL FUNCTION, W(U) AND IS GIVEN BY, W(U) = E DU = - 0.577216 - IN U + U - 2.2! U² + 3.3! U³ (4.24.3) U -5. VALUES OF W(U) CAN BE EASILY CALCULATED BY THE SERIES EQ. (4.24.3) TO THE REQUIRED NUMBER OF SIGNIFICANT DIGITS WHICH RARELY EXCEED 4. 6. THE SOLUTION OF EQ. (4.24.2) TO FIND THE DRAWDOWN (S) FOR A GIVEN S, T, R, T AND Q CAN BE OBTAINED IN A STRAIGHTFORWARD MANNER. 7. FOR SMALL VALUES OF U(U < 0.01), JACOB SHOWED THAT THE CALCULATIONS CAN BE CONSIDERABLY SIMPLIFIED BY CONSIDERING ONLY THE FIRST TWO TERMS OF THE SERIES OF W(U), EQ. (4.24.3). THIS ASSUMPTION LEADS EQ. (4.24.2) TO BE EXPRESSED AS : S = 4NT IN 4TY I.E., S ="
81|DEFINE THE EFFICIENCY OF A WELL.||EFFICIENCY OF WELL : 1. THE DISCHARGE FROM A WELL IS APPROXIMATELY PROPORTIONAL TO THE DRAWDOWN S. THE DISCHARGE PER UNIT OF DRAWDOWN WAS CALLED SPECIFIC CAPACITY OF THE WELL. THIS SPECIFIC CAPACITY WILL BE DIFFERENT FOR DIFFERENT WELL DESIGNS. 2. FOR DETERMINING THE BEST DRAWDOWN DISCHARGE CONDITIONS FOR A WELL, THE WELL MAY BE OPERATED UNDER VARYING DRAWDOWN CONDITIONS, AND A GRAPH MAY BE PLOTTED BETWEEN DISCHARGE AND DRAWDOWN (CALLED YIELD-DRAWDOWN CURVE) AS SHOWN IN FIGURE. 4.25.1.  ENGG HYDROLOGY & GROUND WATER MGMT. 4-31C(CE-SEM-8) 100 80 60 40 20 O 20 40 60 80 100 PERCENT DRAWDOWN FIGURE. 4.25.1. YIELD DRAWDOWN CURVE. 3. THE CURVE OBTAINED IS A STRAIGHT LINE UPTO A CERTAIN STAGE OF DRAWDOWN, BEYOND WHICH THE DRAWDOWN INCREASES DISPROPORTIONATELY TO THE YIELD. 4. THIS PLACES AN OPTIMUM AND EFFICIENT LIMIT TO THE DRAWDOWN WHICH MAY BE ALLOWED TO BE CREATED IN A WELL. 5. THIS IS GENERALLY FOUND TO BE 70 % OF THE MAXIMUM DRAWDOWN WHICH CAN BE CREATED IN A WELL.
